IP地址,数据中心,地区,城市,网络延迟
104.25.198.114,LAX,北美洲,洛杉矶,197 ms
104.23.134.106,LAX,北美洲,洛杉矶,197 ms
104.20.104.131,LAX,北美洲,洛杉矶,197 ms
104.20.179.30,LAX,北美洲,洛杉矶,197 ms
162.159.1.185,LAX,北美洲,洛杉矶,197 ms
104.17.50.33,SJC,北美洲,圣何塞,197 ms
172.67.228.30,LAX,北美洲,洛杉矶,197 ms
104.21.228.110,SJC,北美洲,圣何塞,197 ms
104.16.253.14,SJC,北美洲,圣何塞,197 ms
104.16.30.36,SJC,北美洲,圣何塞,197 ms
104.21.46.130,LAX,北美洲,洛杉矶,197 ms
104.27.83.49,LAX,北美洲,洛杉矶,197 ms
104.27.11.235,LAX,北美洲,洛杉矶,197 ms
104.27.15.250,LAX,北美洲,洛杉矶,197 ms
104.27.12.122,LAX,北美洲,洛杉矶,197 ms
104.16.149.97,SJC,北美洲,圣何塞,197 ms
104.16.141.252,SJC,北美洲,圣何塞,197 ms
104.16.106.158,SJC,北美洲,圣何塞,197 ms
104.16.124.157,SJC,北美洲,圣何塞,197 ms
104.16.120.246,SJC,北美洲,圣何塞,197 ms
104.17.184.24,SJC,北美洲,圣何塞,197 ms
104.23.140.211,LAX,北美洲,洛杉矶,197 ms
172.67.139.76,LAX,北美洲,洛杉矶,197 ms
172.67.114.113,LAX,北美洲,洛杉矶,197 ms
104.17.42.192,SJC,北美洲,圣何塞,197 ms
104.19.103.16,LAX,北美洲,洛杉矶,197 ms
155.46.213.36,LAX,北美洲,洛杉矶,197 ms
172.64.50.153,LAX,北美洲,洛杉矶,197 ms
104.25.254.58,LAX,北美洲,洛杉矶,197 ms
104.20.127.99,LAX,北美洲,洛杉矶,197 ms
172.67.126.46,LAX,北美洲,洛杉矶,198 ms
104.20.202.196,LAX,北美洲,洛杉矶,198 ms
104.21.50.35,LAX,北美洲,洛杉矶,198 ms
104.17.131.187,SJC,北美洲,圣何塞,198 ms
104.20.175.246,LAX,北美洲,洛杉矶,198 ms
104.20.12.248,LAX,北美洲,洛杉矶,198 ms
172.67.193.249,LAX,北美洲,洛杉矶,198 ms
104.25.19.229,LAX,北美洲,洛杉矶,198 ms
5.182.84.162,LAX,北美洲,洛杉矶,198 ms
167.68.5.107,LAX,北美洲,洛杉矶,198 ms
104.25.85.242,LAX,北美洲,洛杉矶,198 ms
104.16.107.165,SJC,北美洲,圣何塞,198 ms
104.17.27.225,SJC,北美洲,圣何塞,198 ms
104.18.56.101,LAX,北美洲,洛杉矶,198 ms
173.245.49.1,LAX,北美洲,洛杉矶,198 ms
104.18.72.119,SJC,北美洲,圣何塞,198 ms
104.19.121.41,LAX,北美洲,洛杉矶,198 ms
104.20.227.162,LAX,北美洲,洛杉矶,198 ms
104.18.10.210,LAX,北美洲,洛杉矶,198 ms
104.20.217.89,LAX,北美洲,洛杉矶,198 ms
104.20.218.131,LAX,北美洲,洛杉矶,198 ms
172.64.91.29,LAX,北美洲,洛杉矶,198 ms
172.64.155.251,LAX,北美洲,洛杉矶,198 ms
104.21.32.90,LAX,北美洲,洛杉矶,198 ms
104.16.94.43,SJC,北美洲,圣何塞,198 ms
104.27.72.67,LAX,北美洲,洛杉矶,199 ms
104.24.218.187,LAX,北美洲,洛杉矶,199 ms
104.25.117.218,LAX,北美洲,洛杉矶,199 ms
104.16.61.93,SJC,北美洲,圣何塞,199 ms
104.20.245.50,LAX,北美洲,洛杉矶,199 ms
104.25.46.235,LAX,北美洲,洛杉矶,199 ms
104.19.233.74,SJC,北美洲,圣何塞,199 ms
104.19.64.71,LAX,北美洲,洛杉矶,199 ms
172.67.227.207,LAX,北美洲,洛杉矶,199 ms
172.67.55.209,LAX,北美洲,洛杉矶,199 ms
104.20.204.215,LAX,北美洲,洛杉矶,199 ms
172.67.19.145,LAX,北美洲,洛杉矶,199 ms
104.21.36.136,LAX,北美洲,洛杉矶,199 ms
162.159.49.77,LAX,北美洲,洛杉矶,199 ms
104.20.113.250,LAX,北美洲,洛杉矶,199 ms
104.18.28.210,LAX,北美洲,洛杉矶,199 ms
104.27.37.49,LAX,北美洲,洛杉矶,199 ms
172.67.209.10,LAX,北美洲,洛杉矶,199 ms
172.83.73.45,LAX,北美洲,洛杉矶,199 ms
104.21.42.40,LAX,北美洲,洛杉矶,199 ms
104.21.41.6,LAX,北美洲,洛杉矶,199 ms
172.67.212.32,LAX,北美洲,洛杉矶,199 ms
104.17.4.168,SJC,北美洲,圣何塞,199 ms
172.64.175.148,LAX,北美洲,洛杉矶,199 ms
104.16.151.155,SJC,北美洲,圣何塞,199 ms
104.20.66.216,LAX,北美洲,洛杉矶,199 ms
104.19.18.82,LAX,北美洲,洛杉矶,199 ms
104.25.52.147,LAX,北美洲,洛杉矶,199 ms
172.67.20.230,LAX,北美洲,洛杉矶,199 ms
172.67.131.114,LAX,北美洲,洛杉矶,199 ms
104.25.6.2,LAX,北美洲,洛杉矶,199 ms
172.67.187.122,LAX,北美洲,洛杉矶,199 ms
45.131.6.221,LAX,北美洲,洛杉矶,199 ms
104.24.225.179,LAX,北美洲,洛杉矶,199 ms
104.20.160.44,LAX,北美洲,洛杉矶,199 ms
104.24.75.27,LAX,北美洲,洛杉矶,199 ms
104.19.126.237,LAX,北美洲,洛杉矶,199 ms
104.21.234.8,SJC,北美洲,圣何塞,200 ms
104.17.234.208,SJC,北美洲,圣何塞,200 ms
104.27.47.9,LAX,北美洲,洛杉矶,200 ms
104.20.133.34,LAX,北美洲,洛杉矶,200 ms
104.20.125.149,LAX,北美洲,洛杉矶,200 ms
104.27.98.31,LAX,北美洲,洛杉矶,200 ms
104.19.29.129,LAX,北美洲,洛杉矶,200 ms
172.64.193.16,LAX,北美洲,洛杉矶,200 ms
162.159.255.12,LAX,北美洲,洛杉矶,200 ms
172.67.81.41,LAX,北美洲,洛杉矶,200 ms
27.50.48.22,LAX,北美洲,洛杉矶,200 ms
104.25.248.65,LAX,北美洲,洛杉矶,200 ms
104.17.122.215,SJC,北美洲,圣何塞,200 ms
172.67.200.109,LAX,北美洲,洛杉矶,200 ms
104.16.230.5,SJC,北美洲,圣何塞,200 ms
103.11.214.51,LAX,北美洲,洛杉矶,200 ms
172.67.223.223,LAX,北美洲,洛杉矶,200 ms
104.21.49.75,LAX,北美洲,洛杉矶,200 ms
104.24.174.165,LAX,北美洲,洛杉矶,200 ms
172.64.171.72,LAX,北美洲,洛杉矶,200 ms
104.18.58.104,LAX,北美洲,洛杉矶,200 ms
104.25.48.14,LAX,北美洲,洛杉矶,200 ms
172.67.206.249,LAX,北美洲,洛杉矶,200 ms
104.18.123.44,SJC,北美洲,圣何塞,200 ms
104.22.25.181,LAX,北美洲,洛杉矶,201 ms
104.17.116.14,SJC,北美洲,圣何塞,201 ms
104.25.217.83,LAX,北美洲,洛杉矶,201 ms
104.18.151.44,SJC,北美洲,圣何塞,201 ms
104.18.39.52,LAX,北美洲,洛杉矶,201 ms
104.16.10.28,SJC,北美洲,圣何塞,201 ms
104.16.6.115,SJC,北美洲,圣何塞,201 ms
104.20.95.12,LAX,北美洲,洛杉矶,201 ms
104.20.46.137,LAX,北美洲,洛杉矶,201 ms
104.24.177.206,LAX,北美洲,洛杉矶,201 ms
104.17.227.11,SJC,北美洲,圣何塞,201 ms
104.25.174.23,LAX,北美洲,洛杉矶,201 ms
104.18.27.26,LAX,北美洲,洛杉矶,201 ms
104.27.122.138,LAX,北美洲,洛杉矶,201 ms
172.67.123.150,LAX,北美洲,洛杉矶,201 ms
104.16.200.143,SJC,北美洲,圣何塞,201 ms
172.66.44.9,LAX,北美洲,洛杉矶,201 ms
104.17.8.30,SJC,北美洲,圣何塞,201 ms
104.20.199.169,LAX,北美洲,洛杉矶,201 ms
172.64.90.224,LAX,北美洲,洛杉矶,201 ms
104.19.150.5,SJC,北美洲,圣何塞,202 ms
104.19.152.5,SJC,北美洲,圣何塞,202 ms
172.67.138.239,LAX,北美洲,洛杉矶,202 ms
104.25.111.192,LAX,北美洲,洛杉矶,202 ms
104.20.141.185,LAX,北美洲,洛杉矶,202 ms
104.24.183.145,LAX,北美洲,洛杉矶,202 ms
104.20.208.200,LAX,北美洲,洛杉矶,202 ms
104.16.91.226,SJC,北美洲,圣何塞,202 ms
104.19.109.228,LAX,北美洲,洛杉矶,202 ms
104.18.146.236,SJC,北美洲,圣何塞,202 ms
104.27.26.11,LAX,北美洲,洛杉矶,202 ms
172.64.195.245,LAX,北美洲,洛杉矶,202 ms
172.67.10.11,LAX,北美洲,洛杉矶,202 ms
5.182.34.71,LAX,北美洲,洛杉矶,202 ms
104.23.101.247,LAX,北美洲,洛杉矶,202 ms
104.27.27.185,LAX,北美洲,洛杉矶,202 ms
213.241.198.57,LAX,北美洲,洛杉矶,202 ms
213.109.205.79,LAX,北美洲,洛杉矶,202 ms
104.24.85.196,LAX,北美洲,洛杉矶,202 ms
172.67.191.124,LAX,北美洲,洛杉矶,202 ms
104.18.62.211,LAX,北美洲,洛杉矶,202 ms
172.67.142.219,LAX,北美洲,洛杉矶,202 ms
104.24.40.5,LAX,北美洲,洛杉矶,202 ms
172.67.36.9,LAX,北美洲,洛杉矶,202 ms
104.18.7.17,LAX,北美洲,洛杉矶,203 ms
172.67.184.54,LAX,北美洲,洛杉矶,203 ms
104.18.48.56,LAX,北美洲,洛杉矶,203 ms
104.19.115.191,LAX,北美洲,洛杉矶,203 ms
104.18.200.221,SJC,北美洲,圣何塞,203 ms
104.21.13.57,LAX,北美洲,洛杉矶,203 ms
104.21.14.178,LAX,北美洲,洛杉矶,203 ms
104.16.89.83,SJC,北美洲,圣何塞,203 ms
104.25.49.2,LAX,北美洲,洛杉矶,203 ms
104.19.223.110,SJC,北美洲,圣何塞,203 ms
172.64.52.202,LAX,北美洲,洛杉矶,203 ms
104.20.184.184,LAX,北美洲,洛杉矶,203 ms
104.25.179.30,LAX,北美洲,洛杉矶,203 ms
104.27.78.253,LAX,北美洲,洛杉矶,203 ms
104.24.163.71,LAX,北美洲,洛杉矶,203 ms
104.18.113.42,SJC,北美洲,圣何塞,203 ms
104.18.40.164,LAX,北美洲,洛杉矶,203 ms
104.18.229.10,SJC,北美洲,圣何塞,203 ms
172.67.251.229,LAX,北美洲,洛杉矶,203 ms
104.19.158.155,SJC,北美洲,圣何塞,203 ms
104.16.130.173,SJC,北美洲,圣何塞,203 ms
104.16.145.194,SJC,北美洲,圣何塞,203 ms
104.19.166.102,SJC,北美洲,圣何塞,204 ms
104.17.185.220,SJC,北美洲,圣何塞,204 ms
104.20.105.161,LAX,北美洲,洛杉矶,204 ms
104.25.151.125,LAX,北美洲,洛杉矶,204 ms
104.25.54.121,LAX,北美洲,洛杉矶,204 ms
104.25.10.105,LAX,北美洲,洛杉矶,204 ms
104.21.30.162,LAX,北美洲,洛杉矶,204 ms
104.24.139.148,LAX,北美洲,洛杉矶,204 ms
104.21.2.119,LAX,北美洲,洛杉矶,204 ms
172.64.173.75,LAX,北美洲,洛杉矶,204 ms
104.18.182.232,SJC,北美洲,圣何塞,204 ms
104.24.212.16,LAX,北美洲,洛杉矶,204 ms
104.18.179.72,SJC,北美洲,圣何塞,204 ms
104.25.100.192,LAX,北美洲,洛杉矶,204 ms
104.16.9.85,SJC,北美洲,圣何塞,204 ms
172.64.197.242,LAX,北美洲,洛杉矶,204 ms
104.17.136.23,SJC,北美洲,圣何塞,204 ms
104.17.137.245,SJC,北美洲,圣何塞,204 ms
104.24.18.88,LAX,北美洲,洛杉矶,204 ms
172.66.42.173,LAX,北美洲,洛杉矶,204 ms
172.66.3.241,LAX,北美洲,洛杉矶,204 ms
172.67.113.12,LAX,北美洲,洛杉矶,204 ms
104.18.181.134,SJC,北美洲,圣何塞,204 ms
104.17.126.209,SJC,北美洲,圣何塞,204 ms
104.27.49.136,LAX,北美洲,洛杉矶,205 ms
104.25.18.98,LAX,北美洲,洛杉矶,205 ms
104.17.45.45,SJC,北美洲,圣何塞,205 ms
104.27.43.81,LAX,北美洲,洛杉矶,205 ms
104.27.102.158,LAX,北美洲,洛杉矶,205 ms
104.19.12.55,LAX,北美洲,洛杉矶,205 ms
104.25.95.187,LAX,北美洲,洛杉矶,205 ms
162.159.32.215,LAX,北美洲,洛杉矶,205 ms
104.18.2.162,LAX,北美洲,洛杉矶,205 ms
172.64.201.220,LAX,北美洲,洛杉矶,205 ms
104.19.178.128,SJC,北美洲,圣何塞,205 ms
104.25.176.22,LAX,北美洲,洛杉矶,205 ms
104.19.23.248,LAX,北美洲,洛杉矶,205 ms
104.20.142.88,LAX,北美洲,洛杉矶,205 ms
104.24.30.237,LAX,北美洲,洛杉矶,205 ms
104.23.109.87,LAX,北美洲,洛杉矶,205 ms
104.25.15.31,LAX,北美洲,洛杉矶,205 ms
104.16.48.94,SJC,北美洲,圣何塞,205 ms
104.19.108.164,LAX,北美洲,洛杉矶,205 ms
104.21.23.200,LAX,北美洲,洛杉矶,205 ms
104.27.56.75,LAX,北美洲,洛杉矶,206 ms
172.64.160.162,LAX,北美洲,洛杉矶,206 ms
172.64.134.146,LAX,北美洲,洛杉矶,206 ms
104.17.96.215,SJC,北美洲,圣何塞,206 ms
190.93.245.151,SJC,北美洲,圣何塞,206 ms
104.16.184.156,SJC,北美洲,圣何塞,206 ms
172.64.157.146,LAX,北美洲,洛杉矶,206 ms
104.16.62.165,SJC,北美洲,圣何塞,206 ms
104.17.7.254,SJC,北美洲,圣何塞,206 ms
104.25.190.203,LAX,北美洲,洛杉矶,206 ms
104.25.226.0,LAX,北美洲,洛杉矶,206 ms
104.25.209.168,LAX,北美洲,洛杉矶,206 ms
104.25.206.247,LAX,北美洲,洛杉矶,206 ms
104.19.114.196,LAX,北美洲,洛杉矶,206 ms
104.16.60.255,SJC,北美洲,圣何塞,206 ms
172.67.173.85,LAX,北美洲,洛杉矶,206 ms
104.16.216.196,SJC,北美洲,圣何塞,206 ms
104.24.192.80,LAX,北美洲,洛杉矶,207 ms
104.16.35.69,SJC,北美洲,圣何塞,207 ms
104.25.213.242,LAX,北美洲,洛杉矶,207 ms
104.25.94.136,LAX,北美洲,洛杉矶,207 ms
104.18.68.120,SJC,北美洲,圣何塞,207 ms
162.159.17.99,LAX,北美洲,洛杉矶,207 ms
104.24.233.117,LAX,北美洲,洛杉矶,207 ms
104.24.221.212,LAX,北美洲,洛杉矶,207 ms
104.17.56.133,SJC,北美洲,圣何塞,207 ms
104.17.74.47,SJC,北美洲,圣何塞,207 ms
104.18.10.11,LAX,北美洲,洛杉矶,207 ms
198.41.196.227,LAX,北美洲,洛杉矶,207 ms
104.20.8.40,LAX,北美洲,洛杉矶,207 ms
104.16.24.34,SJC,北美洲,圣何塞,207 ms
104.18.57.255,LAX,北美洲,洛杉矶,207 ms
104.18.224.197,SJC,北美洲,圣何塞,208 ms
104.16.7.45,SJC,北美洲,圣何塞,208 ms
172.64.34.110,LAX,北美洲,洛杉矶,208 ms
104.18.125.191,SJC,北美洲,圣何塞,208 ms
162.159.34.18,SEA,北美洲,西雅图,208 ms
162.159.33.15,LAX,北美洲,洛杉矶,208 ms
104.16.44.196,SJC,北美洲,圣何塞,208 ms
104.20.72.162,LAX,北美洲,洛杉矶,208 ms
104.24.66.127,LAX,北美洲,洛杉矶,208 ms
104.17.214.138,SJC,北美洲,圣何塞,208 ms
104.18.209.20,SJC,北美洲,圣何塞,208 ms
104.20.33.156,LAX,北美洲,洛杉矶,208 ms
104.24.216.110,LAX,北美洲,洛杉矶,208 ms
104.24.9.254,LAX,北美洲,洛杉矶,208 ms
104.27.201.59,LAX,北美洲,洛杉矶,208 ms
104.18.8.145,LAX,北美洲,洛杉矶,208 ms
104.17.69.175,SJC,北美洲,圣何塞,209 ms
104.20.75.157,LAX,北美洲,洛杉矶,209 ms
104.17.78.52,SJC,北美洲,圣何塞,209 ms
104.24.22.189,LAX,北美洲,洛杉矶,209 ms
104.20.35.201,LAX,北美洲,洛杉矶,209 ms
104.20.34.29,LAX,北美洲,洛杉矶,209 ms
104.20.32.38,LAX,北美洲,洛杉矶,209 ms
104.16.222.96,SJC,北美洲,圣何塞,209 ms
104.19.184.226,SJC,北美洲,圣何塞,209 ms
172.67.175.101,LAX,北美洲,洛杉矶,209 ms
104.21.15.251,LAX,北美洲,洛杉矶,209 ms
104.16.15.11,SJC,北美洲,圣何塞,209 ms
104.19.78.67,LAX,北美洲,洛杉矶,209 ms
172.64.147.80,LAX,北美洲,洛杉矶,209 ms
104.18.169.3,SJC,北美洲,圣何塞,209 ms
104.20.38.230,LAX,北美洲,洛杉矶,210 ms
172.64.144.99,LAX,北美洲,洛杉矶,210 ms
172.67.160.250,LAX,北美洲,洛杉矶,210 ms
104.25.32.13,LAX,北美洲,洛杉矶,210 ms
185.148.107.50,LAX,北美洲,洛杉矶,210 ms
104.16.171.234,SJC,北美洲,圣何塞,210 ms
104.17.139.188,SJC,北美洲,圣何塞,210 ms
104.24.37.183,LAX,北美洲,洛杉矶,210 ms
104.19.139.175,LAX,北美洲,洛杉矶,210 ms
104.18.52.242,LAX,北美洲,洛杉矶,210 ms
104.18.84.21,SJC,北美洲,圣何塞,210 ms
104.17.51.148,SJC,北美洲,圣何塞,210 ms
172.64.100.166,LAX,北美洲,洛杉矶,210 ms
104.17.9.60,SJC,北美洲,圣何塞,211 ms
104.20.248.16,LAX,北美洲,洛杉矶,211 ms
104.18.38.160,LAX,北美洲,洛杉矶,211 ms
172.65.176.98,LAX,北美洲,洛杉矶,211 ms
104.18.71.6,SJC,北美洲,圣何塞,211 ms
104.19.252.116,SJC,北美洲,圣何塞,211 ms
104.25.240.159,LAX,北美洲,洛杉矶,211 ms
104.19.81.131,LAX,北美洲,洛杉矶,211 ms
104.19.42.196,LAX,北美洲,洛杉矶,212 ms
104.17.191.176,SJC,北美洲,圣何塞,212 ms
104.19.47.63,LAX,北美洲,洛杉矶,212 ms
104.23.103.189,LAX,北美洲,洛杉矶,212 ms
104.17.1.14,SJC,北美洲,圣何塞,212 ms
1.1.1.236,LAX,北美洲,洛杉矶,212 ms
194.113.223.209,LAX,北美洲,洛杉矶,212 ms
104.18.135.112,SJC,北美洲,圣何塞,213 ms
104.16.215.69,SJC,北美洲,圣何塞,213 ms
104.19.52.196,LAX,北美洲,洛杉矶,213 ms
172.66.47.254,LAX,北美洲,洛杉矶,213 ms
162.159.245.88,LAX,北美洲,洛杉矶,213 ms
104.18.143.47,SJC,北美洲,圣何塞,213 ms
104.20.39.153,LAX,北美洲,洛杉矶,213 ms
104.16.12.204,SJC,北美洲,圣何塞,213 ms
23.227.39.185,LAX,北美洲,洛杉矶,213 ms
104.27.21.137,LAX,北美洲,洛杉矶,214 ms
104.27.19.231,LAX,北美洲,洛杉矶,214 ms
104.27.25.239,LAX,北美洲,洛杉矶,214 ms
104.25.63.151,LAX,北美洲,洛杉矶,214 ms
104.19.202.234,LAX,北美洲,洛杉矶,214 ms
23.227.60.239,LAX,北美洲,洛杉矶,214 ms
104.20.64.78,LAX,北美洲,洛杉矶,214 ms
104.17.6.123,SJC,北美洲,圣何塞,215 ms
188.42.88.179,LAX,北美洲,洛杉矶,215 ms
104.18.207.82,SJC,北美洲,圣何塞,215 ms
104.19.9.61,LAX,北美洲,洛杉矶,216 ms
104.18.0.200,LAX,北美洲,洛杉矶,216 ms
104.24.54.76,LAX,北美洲,洛杉矶,216 ms
104.16.190.57,SJC,北美洲,圣何塞,216 ms
104.25.55.216,LAX,北美洲,洛杉矶,216 ms
104.27.199.248,LAX,北美洲,洛杉矶,216 ms
104.27.196.231,LAX,北美洲,洛杉矶,216 ms
104.24.36.150,LAX,北美洲,洛杉矶,216 ms
185.170.166.45,LAX,北美洲,洛杉矶,216 ms
104.16.129.190,SJC,北美洲,圣何塞,216 ms
104.16.119.46,SJC,北美洲,圣何塞,216 ms
104.19.205.97,LAX,北美洲,洛杉矶,217 ms
45.85.118.17,LAX,北美洲,洛杉矶,217 ms
185.148.106.24,LAX,北美洲,洛杉矶,217 ms
104.16.122.112,SJC,北美洲,圣何塞,217 ms
104.16.176.243,SJC,北美洲,圣何塞,217 ms
172.67.246.72,LAX,北美洲,洛杉矶,218 ms
141.101.121.246,LAX,北美洲,洛杉矶,218 ms
104.16.236.20,SJC,北美洲,圣何塞,218 ms
104.16.104.178,SJC,北美洲,圣何塞,218 ms
104.17.43.65,SJC,北美洲,圣何塞,218 ms
172.65.207.205,LAX,北美洲,洛杉矶,218 ms
104.20.240.119,LAX,北美洲,洛杉矶,219 ms
104.129.167.238,LAX,北美洲,洛杉矶,219 ms
104.19.28.250,LAX,北美洲,洛杉矶,219 ms
172.65.251.76,LAX,北美洲,洛杉矶,221 ms
104.17.160.82,SJC,北美洲,圣何塞,221 ms
198.217.251.22,LAX,北美洲,洛杉矶,221 ms
188.164.248.7,LAX,北美洲,洛杉矶,221 ms
172.65.215.105,LAX,北美洲,洛杉矶,221 ms
104.16.84.232,SJC,北美洲,圣何塞,221 ms
104.18.69.86,SJC,北美洲,圣何塞,222 ms
104.19.129.206,LAX,北美洲,洛杉矶,222 ms
104.16.134.161,SJC,北美洲,圣何塞,222 ms
203.22.241.133,LAX,北美洲,洛杉矶,223 ms
46.8.199.164,LAX,北美洲,洛杉矶,223 ms
104.17.47.84,SJC,北美洲,圣何塞,223 ms
104.19.182.109,SJC,北美洲,圣何塞,223 ms
172.64.95.187,LAX,北美洲,洛杉矶,223 ms
46.254.93.78,LAX,北美洲,洛杉矶,223 ms
45.131.7.67,LAX,北美洲,洛杉矶,224 ms
172.67.181.209,LAX,北美洲,洛杉矶,225 ms
104.20.241.108,LAX,北美洲,洛杉矶,225 ms
104.17.205.90,SJC,北美洲,圣何塞,225 ms
172.67.180.238,LAX,北美洲,洛杉矶,225 ms
5.10.245.185,LAX,北美洲,洛杉矶,225 ms
91.193.58.165,LAX,北美洲,洛杉矶,226 ms
104.25.116.101,LAX,北美洲,洛杉矶,226 ms
45.131.209.79,LAX,北美洲,洛杉矶,226 ms
154.197.75.6,LAX,北美洲,洛杉矶,227 ms
104.23.141.229,LAX,北美洲,洛杉矶,228 ms
104.16.11.113,SJC,北美洲,圣何塞,228 ms
104.16.0.71,SJC,北美洲,圣何塞,228 ms
104.17.31.193,SJC,北美洲,圣何塞,228 ms
104.24.197.188,LAX,北美洲,洛杉矶,229 ms
162.159.43.80,SEA,北美洲,西雅图,230 ms
104.19.183.213,SJC,北美洲,圣何塞,231 ms
92.53.189.85,LAX,北美洲,洛杉矶,232 ms
66.235.200.66,LAX,北美洲,洛杉矶,232 ms
104.16.143.20,SJC,北美洲,圣何塞,234 ms
172.64.137.5,LAX,北美洲,洛杉矶,235 ms
104.24.56.115,LAX,北美洲,洛杉矶,236 ms
108.162.196.220,LAX,北美洲,洛杉矶,237 ms
104.24.64.83,LAX,北美洲,洛杉矶,237 ms
172.64.158.114,LAX,北美洲,洛杉矶,238 ms
104.20.195.183,LAX,北美洲,洛杉矶,239 ms
104.25.135.225,LAX,北美洲,洛杉矶,239 ms
104.19.33.184,LAX,北美洲,洛杉矶,239 ms
104.25.99.139,LAX,北美洲,洛杉矶,240 ms
104.20.98.35,LAX,北美洲,洛杉矶,240 ms
104.25.191.151,LAX,北美洲,洛杉矶,241 ms
104.20.224.165,LAX,北美洲,洛杉矶,242 ms
104.25.81.229,LAX,北美洲,洛杉矶,242 ms
195.85.23.156,LAX,北美洲,洛杉矶,242 ms
104.24.165.19,LAX,北美洲,洛杉矶,243 ms
94.242.230.40,LAX,北美洲,洛杉矶,243 ms
104.20.243.40,LAX,北美洲,洛杉矶,243 ms
172.64.103.153,LAX,北美洲,洛杉矶,243 ms
104.25.13.186,LAX,北美洲,洛杉矶,244 ms
104.19.61.55,LAX,北美洲,洛杉矶,244 ms
198.41.197.214,LAX,北美洲,洛杉矶,245 ms
104.25.38.102,LAX,北美洲,洛杉矶,245 ms
198.41.211.156,LAX,北美洲,洛杉矶,245 ms
104.24.61.229,LAX,北美洲,洛杉矶,245 ms
104.25.247.205,LAX,北美洲,洛杉矶,246 ms
104.23.117.6,LAX,北美洲,洛杉矶,246 ms
172.67.62.17,LAX,北美洲,洛杉矶,247 ms
104.24.47.119,LAX,北美洲,洛杉矶,247 ms
104.21.29.116,LAX,北美洲,洛杉矶,248 ms
104.25.222.97,LAX,北美洲,洛杉矶,248 ms
104.27.195.167,LAX,北美洲,洛杉矶,250 ms
104.25.7.128,LAX,北美洲,洛杉矶,252 ms
172.67.48.153,LAX,北美洲,洛杉矶,252 ms
104.21.20.53,LAX,北美洲,洛杉矶,252 ms
104.24.51.203,LAX,北美洲,洛杉矶,254 ms
172.67.164.63,LAX,北美洲,洛杉矶,260 ms
172.64.232.254,NRT,亚太地区,东京,340 ms
